"holiday_yn","pick_rgn2_nm","rider_cnt","datetime","hour_reg","reg_date","day_of_reg","rain_group","rider_cnt_w_1","rider_cnt_w_2","rider_cnt_w_3","rider_cnt_w_4","order_cnt_w_1","group_s"
"N","중구",23,2023-03-17 20:00:00,20,2023-03-17,"금요일","no",29,23,19,28,40,"A"
"N","중구",14,2023-03-17 21:00:00,21,2023-03-17,"금요일","no",18,8,22,20,23,"A"
"N","중구",15,2023-03-17 22:00:00,22,2023-03-17,"금요일","no",9,9,13,13,13,"A"
"N","중구",8,2023-03-17 23:00:00,23,2023-03-17,"금요일","no",8,8,7,9,12,"A"
"Y","중구",5,2023-03-18 09:00:00,9,2023-03-18,"토요일","no",5,2,3,2,6,"E"
"Y","중구",5,2023-03-18 10:00:00,10,2023-03-18,"토요일","no",5,6,6,7,7,"E"
"Y","중구",17,2023-03-18 11:00:00,11,2023-03-18,"토요일","no",20,16,21,21,27,"E"
"Y","중구",24,2023-03-18 12:00:00,12,2023-03-18,"토요일","no",18,29,25,20,29,"E"
"Y","중구",20,2023-03-18 13:00:00,13,2023-03-18,"토요일","no",15,17,23,17,23,"E"
"Y","중구",15,2023-03-18 14:00:00,14,2023-03-18,"토요일","no",20,20,20,20,22,"E"
"Y","중구",10,2023-03-18 15:00:00,15,2023-03-18,"토요일","no",19,13,13,14,24,"E"
"Y","중구",14,2023-03-18 16:00:00,16,2023-03-18,"토요일","no",13,19,23,21,14,"E"
"Y","중구",21,2023-03-18 17:00:00,17,2023-03-18,"토요일","no",22,19,22,28,30,"E"
"Y","중구",32,2023-03-18 18:00:00,18,2023-03-18,"토요일","no",28,36,35,25,42,"E"
"Y","중구",22,2023-03-18 19:00:00,19,2023-03-18,"토요일","no",21,25,31,29,29,"E"
"Y","중구",20,2023-03-18 20:00:00,20,2023-03-18,"토요일","no",18,16,25,26,26,"E"
"Y","중구",20,2023-03-18 21:00:00,21,2023-03-18,"토요일","no",24,27,15,26,27,"E"
"Y","중구",10,2023-03-18 22:00:00,22,2023-03-18,"토요일","no",12,17,9,17,13,"E"
"Y","중구",10,2023-03-18 23:00:00,23,2023-03-18,"토요일","no",7,7,9,12,13,"E"
"Y","중구",1,2023-03-19 09:00:00,9,2023-03-19,"일요일","no",7,4,3,3,7,"E"
"Y","중구",7,2023-03-19 10:00:00,10,2023-03-19,"일요일","no",15,12,8,7,17,"E"
"Y","중구",25,2023-03-19 11:00:00,11,2023-03-19,"일요일","no",18,21,19,22,22,"E"
"Y","중구",25,2023-03-19 12:00:00,12,2023-03-19,"일요일","no",24,23,19,18,35,"E"
"Y","중구",24,2023-03-19 13:00:00,13,2023-03-19,"일요일","no",28,24,15,21,36,"E"
"Y","중구",14,2023-03-19 14:00:00,14,2023-03-19,"일요일","no",9,16,17,20,16,"E"
"Y","중구",15,2023-03-19 15:00:00,15,2023-03-19,"일요일","no",11,11,20,13,14,"E"
"Y","중구",17,2023-03-19 16:00:00,16,2023-03-19,"일요일","no",20,13,16,13,24,"E"
"Y","중구",18,2023-03-19 17:00:00,17,2023-03-19,"일요일","no",26,22,26,25,38,"E"
"Y","중구",26,2023-03-19 18:00:00,18,2023-03-19,"일요일","no",28,29,30,38,34,"E"
"Y","중구",28,2023-03-19 19:00:00,19,2023-03-19,"일요일","no",32,21,30,25,41,"E"
"Y","중구",21,2023-03-19 20:00:00,20,2023-03-19,"일요일","no",18,26,20,26,25,"E"
"Y","중구",11,2023-03-19 21:00:00,21,2023-03-19,"일요일","no",11,18,16,16,13,"E"
"Y","중구",6,2023-03-19 22:00:00,22,2023-03-19,"일요일","no",8,10,12,11,16,"E"
"Y","중구",5,2023-03-19 23:00:00,23,2023-03-19,"일요일","no",3,5,8,5,4,"E"
"N","중구",7,2023-03-20 10:00:00,10,2023-03-20,"월요일","no",6,9,4,8,7,"A"
"N","중구",18,2023-03-20 11:00:00,11,2023-03-20,"월요일","no",18,16,16,21,20,"A"
"N","중구",22,2023-03-20 12:00:00,12,2023-03-20,"월요일","no",16,17,15,19,25,"A"
"N","중구",10,2023-03-20 13:00:00,13,2023-03-20,"월요일","no",10,7,13,10,13,"A"
"N","중구",10,2023-03-20 14:00:00,14,2023-03-20,"월요일","no",9,7,11,16,11,"A"
"N","중구",7,2023-03-20 15:00:00,15,2023-03-20,"월요일","no",8,8,10,11,14,"A"
"N","중구",9,2023-03-20 16:00:00,16,2023-03-20,"월요일","no",13,7,12,9,17,"A"
"N","중구",21,2023-03-20 17:00:00,17,2023-03-20,"월요일","no",20,12,16,20,25,"A"
"N","중구",17,2023-03-20 18:00:00,18,2023-03-20,"월요일","no",21,27,26,26,28,"A"
"N","중구",22,2023-03-20 19:00:00,19,2023-03-20,"월요일","no",23,20,26,17,28,"A"
"N","중구",17,2023-03-20 20:00:00,20,2023-03-20,"월요일","no",12,14,17,14,15,"A"
"N","중구",9,2023-03-20 21:00:00,21,2023-03-20,"월요일","no",15,7,15,14,18,"A"
"N","중구",8,2023-03-20 22:00:00,22,2023-03-20,"월요일","no",7,9,11,12,9,"A"
"N","중구",7,2023-03-20 23:00:00,23,2023-03-20,"월요일","no",5,6,5,7,5,"A"
"N","중구",3,2023-03-21 09:00:00,9,2023-03-21,"화요일","no",2,2,1,2,4,"A"
"N","중구",3,2023-03-21 10:00:00,10,2023-03-21,"화요일","no",9,3,7,7,12,"A"
"N","중구",15,2023-03-21 11:00:00,11,2023-03-21,"화요일","no",23,18,26,26,35,"A"
"N","중구",17,2023-03-21 12:00:00,12,2023-03-21,"화요일","no",18,19,24,23,19,"A"
"N","중구",7,2023-03-21 13:00:00,13,2023-03-21,"화요일","no",12,8,10,15,15,"A"
"N","중구",5,2023-03-21 14:00:00,14,2023-03-21,"화요일","no",6,10,8,12,7,"A"
"N","중구",9,2023-03-21 15:00:00,15,2023-03-21,"화요일","no",7,11,9,12,10,"A"
"N","중구",9,2023-03-21 16:00:00,16,2023-03-21,"화요일","no",8,2,13,9,10,"A"
"N","중구",14,2023-03-21 17:00:00,17,2023-03-21,"화요일","no",17,19,19,22,25,"A"
"N","중구",23,2023-03-21 18:00:00,18,2023-03-21,"화요일","no",25,19,27,18,36,"A"
"N","중구",21,2023-03-21 19:00:00,19,2023-03-21,"화요일","no",25,18,23,30,35,"A"
"N","중구",7,2023-03-21 20:00:00,20,2023-03-21,"화요일","no",13,17,23,15,17,"A"
