"holiday_yn","pick_rgn2_nm","rider_cnt","datetime","hour_reg","reg_date","day_of_reg","rain_group","rider_cnt_w_1","rider_cnt_w_2","rider_cnt_w_3","rider_cnt_w_4","order_cnt_w_1","group_s"
"Y","중구",32,2023-04-30 17:00:00,17,2023-04-30,"일요일","no",27,21,25,22,35,"E"
"Y","중구",27.5,2023-04-30 18:00:00,18,2023-04-30,"일요일","no",33,35,27,30,51,"E"
"Y","중구",25.5,2023-04-30 19:00:00,19,2023-04-30,"일요일","no",34,23,22,37,45,"E"
"Y","중구",35,2023-04-30 20:00:00,20,2023-04-30,"일요일","no",18,26,25,16,25,"E"
"Y","중구",20,2023-04-30 21:00:00,21,2023-04-30,"일요일","no",15,15,13,16,16,"E"
"Y","중구",10,2023-04-30 22:00:00,22,2023-04-30,"일요일","no",9,6,8,8,10,"E"
"Y","중구",8,2023-04-30 23:00:00,23,2023-04-30,"일요일","no",5,4,4,7,7,"E"
"N","중구",7,2023-05-01 09:00:00,9,2023-05-01,"월요일","no",2,1,4,4,2,"A"
"N","중구",14,2023-05-01 10:00:00,10,2023-05-01,"월요일","no",12,7,3,6,18,"A"
"N","중구",26,2023-05-01 11:00:00,11,2023-05-01,"월요일","no",26,14,15,17,36,"A"
"N","중구",34,2023-05-01 12:00:00,12,2023-05-01,"월요일","no",25,21,14,15,33,"A"
"N","중구",25,2023-05-01 13:00:00,13,2023-05-01,"월요일","no",16,19,13,16,19,"A"
"N","중구",23,2023-05-01 14:00:00,14,2023-05-01,"월요일","no",11,5,8,9,14,"A"
"N","중구",12,2023-05-01 15:00:00,15,2023-05-01,"월요일","no",13,6,6,9,15,"A"
"N","중구",15,2023-05-01 16:00:00,16,2023-05-01,"월요일","no",9,8,10,11,12,"A"
"N","중구",32,2023-05-01 17:00:00,17,2023-05-01,"월요일","no",21,18,15,19,30,"A"
"N","중구",34,2023-05-01 18:00:00,18,2023-05-01,"월요일","no",33,22,21,25,45,"A"
"N","중구",30,2023-05-01 19:00:00,19,2023-05-01,"월요일","no",19,24,21,26,27,"A"
"N","중구",22,2023-05-01 20:00:00,20,2023-05-01,"월요일","no",20,17,13,14,31,"A"
"N","중구",16,2023-05-01 21:00:00,21,2023-05-01,"월요일","no",18,17,11,13,20,"A"
"N","중구",8,2023-05-01 22:00:00,22,2023-05-01,"월요일","no",10,8,10,8,13,"A"
"N","중구",6,2023-05-01 23:00:00,23,2023-05-01,"월요일","no",3,7,3,7,6,"A"
"N","중구",4,2023-05-02 09:00:00,9,2023-05-02,"화요일","no",2,2,3,2,6,"A"
"N","중구",8,2023-05-02 10:00:00,10,2023-05-02,"화요일","no",2,7,3,9,2,"A"
"N","중구",22,2023-05-02 11:00:00,11,2023-05-02,"화요일","no",16,19,15,23,21,"A"
"N","중구",25,2023-05-02 12:00:00,12,2023-05-02,"화요일","no",17,16,17,18,20,"A"
"N","중구",13,2023-05-02 13:00:00,13,2023-05-02,"화요일","no",12,10,7,12,14,"A"
"N","중구",17,2023-05-02 14:00:00,14,2023-05-02,"화요일","no",9,6,5,6,12,"A"
"N","중구",12,2023-05-02 15:00:00,15,2023-05-02,"화요일","no",6,6,9,7,6,"A"
"N","중구",10,2023-05-02 16:00:00,16,2023-05-02,"화요일","no",8,8,9,8,9,"A"
"N","중구",16,2023-05-02 17:00:00,17,2023-05-02,"화요일","no",17,21,14,17,24,"A"
"N","중구",35,2023-05-02 18:00:00,18,2023-05-02,"화요일","no",30,23,23,25,42,"A"
"N","중구",35,2023-05-02 19:00:00,19,2023-05-02,"화요일","no",19,24,21,25,27,"A"
"N","중구",17,2023-05-02 20:00:00,20,2023-05-02,"화요일","no",19,14,7,13,20,"A"
"N","중구",16,2023-05-02 21:00:00,21,2023-05-02,"화요일","no",9,8,9,15,10,"A"
"N","중구",15,2023-05-02 22:00:00,22,2023-05-02,"화요일","no",7,9,6,9,10,"A"
"N","중구",10,2023-05-02 23:00:00,23,2023-05-02,"화요일","no",5,4,4,2,8,"A"
"N","중구",6,2023-05-03 09:00:00,9,2023-05-03,"수요일","no",6,2,5,4,7,"A"
"N","중구",13,2023-05-03 10:00:00,10,2023-05-03,"수요일","no",8,12,6,3,11,"A"
"N","중구",32,2023-05-03 11:00:00,11,2023-05-03,"수요일","no",24,22,22,22,32,"A"
"N","중구",28,2023-05-03 12:00:00,12,2023-05-03,"수요일","no",19,17,15,18,23,"A"
"N","중구",17,2023-05-03 13:00:00,13,2023-05-03,"수요일","no",15,14,14,14,19,"A"
"N","중구",12,2023-05-03 14:00:00,14,2023-05-03,"수요일","no",10,8,8,11,15,"A"
"N","중구",13,2023-05-03 15:00:00,15,2023-05-03,"수요일","no",10,11,8,12,13,"A"
"N","중구",19,2023-05-03 16:00:00,16,2023-05-03,"수요일","no",14,10,13,12,20,"A"
"N","중구",29,2023-05-03 17:00:00,17,2023-05-03,"수요일","no",23,12,19,15,32,"A"
"N","중구",43,2023-05-03 18:00:00,18,2023-05-03,"수요일","no",33,33,20,30,45,"A"
"N","중구",30,2023-05-03 19:00:00,19,2023-05-03,"수요일","no",23,30,18,29,63,"A"
"N","중구",35,2023-05-03 20:00:00,20,2023-05-03,"수요일","no",16,21,16,15,34,"A"
"N","중구",23,2023-05-03 21:00:00,21,2023-05-03,"수요일","no",19,12,13,10,24,"A"
"N","중구",18,2023-05-03 22:00:00,22,2023-05-03,"수요일","no",12,8,7,11,22,"A"
"N","중구",10,2023-05-03 23:00:00,23,2023-05-03,"수요일","no",7,8,8,4,8,"A"
"N","중구",6,2023-05-04 09:00:00,9,2023-05-04,"목요일","no",3,3,3,1,4,"A"
"N","중구",13,2023-05-04 10:00:00,10,2023-05-04,"목요일","no",7,4,4,2,10,"A"
"N","중구",33,2023-05-04 11:00:00,11,2023-05-04,"목요일","no",22,20,17,21,35,"A"
"N","중구",38,2023-05-04 12:00:00,12,2023-05-04,"목요일","no",29,25,12,33,40,"A"
"N","중구",27,2023-05-04 13:00:00,13,2023-05-04,"목요일","no",16,20,10,11,20,"A"
"N","중구",14,2023-05-04 14:00:00,14,2023-05-04,"목요일","no",17,11,8,16,21,"A"
"N","중구",11,2023-05-04 15:00:00,15,2023-05-04,"목요일","no",14,11,13,5,20,"A"
"N","중구",19,2023-05-04 16:00:00,16,2023-05-04,"목요일","no",19,11,8,11,24,"A"
"N","중구",23,2023-05-04 17:00:00,17,2023-05-04,"목요일","no",18,14,12,10,21,"A"
"N","중구",44,2023-05-04 18:00:00,18,2023-05-04,"목요일","no",31,31,23,30,41,"A"
"N","중구",41,2023-05-04 19:00:00,19,2023-05-04,"목요일","no",22,22,23,18,48,"A"
"N","중구",35,2023-05-04 20:00:00,20,2023-05-04,"목요일","no",24,23,14,20,32,"A"
"N","중구",26,2023-05-04 21:00:00,21,2023-05-04,"목요일","no",19,15,7,11,28,"A"
"N","중구",19,2023-05-04 22:00:00,22,2023-05-04,"목요일","no",12,6,11,10,17,"A"
"N","중구",15,2023-05-04 23:00:00,23,2023-05-04,"목요일","no",6,5,6,4,5,"A"
"Y","중구",11,2023-05-05 09:00:00,9,2023-05-05,"금요일","weak",4,5,5,5,6,"D"
"Y","중구",18,2023-05-05 10:00:00,10,2023-05-05,"금요일","weak",7,4,4,4,8,"D"
"Y","중구",38,2023-05-05 11:00:00,11,2023-05-05,"금요일","normal",19,22,22,22,30,"D"
"Y","중구",38,2023-05-05 12:00:00,12,2023-05-05,"금요일","normal",25,21,21,21,32,"D"
"Y","중구",27,2023-05-05 13:00:00,13,2023-05-05,"금요일","weak",13,15,15,15,14,"D"
"Y","중구",27,2023-05-05 14:00:00,14,2023-05-05,"금요일","weak",9,14,14,14,12,"D"
"Y","중구",26,2023-05-05 15:00:00,15,2023-05-05,"금요일","weak",9,6,6,6,12,"D"
"Y","중구",28,2023-05-05 16:00:00,16,2023-05-05,"금요일","weak",13,8,8,8,17,"D"
"Y","중구",39,2023-05-05 17:00:00,17,2023-05-05,"금요일","weak",13,13,13,13,18,"D"
"Y","중구",42,2023-05-05 18:00:00,18,2023-05-05,"금요일","weak",26,37,37,37,39,"D"
"Y","중구",38,2023-05-05 19:00:00,19,2023-05-05,"금요일","normal",23,18,18,18,35,"D"
"Y","중구",23,2023-05-05 20:00:00,20,2023-05-05,"금요일","weak",19,28,28,28,24,"D"
"Y","중구",25,2023-05-05 21:00:00,21,2023-05-05,"금요일","weak",20,16,16,16,24,"D"
"Y","중구",21,2023-05-05 22:00:00,22,2023-05-05,"금요일","normal",10,15,15,15,11,"D"
"Y","중구",12,2023-05-05 23:00:00,23,2023-05-05,"금요일","normal",11,7,7,7,14,"D"
"Y","중구",5,2023-05-06 09:00:00,9,2023-05-06,"토요일","weak",5,5,5,5,8,"F"
"Y","중구",13,2023-05-06 10:00:00,10,2023-05-06,"토요일","weak",15,15,15,15,19,"F"
"Y","중구",30,2023-05-06 11:00:00,11,2023-05-06,"토요일","normal",27,27,27,27,37,"F"
"Y","중구",27,2023-05-06 12:00:00,12,2023-05-06,"토요일","normal",41,41,41,41,63,"F"
"Y","중구",23,2023-05-06 13:00:00,13,2023-05-06,"토요일","weak",31,31,31,31,40,"F"
"Y","중구",22,2023-05-06 14:00:00,14,2023-05-06,"토요일","weak",21,21,21,21,27,"F"
"Y","중구",21,2023-05-06 15:00:00,15,2023-05-06,"토요일","weak",22,22,22,22,32,"F"
"Y","중구",17,2023-05-06 16:00:00,16,2023-05-06,"토요일","no",23,23,23,23,39,"F"
"Y","중구",28,2023-05-06 17:00:00,17,2023-05-06,"토요일","no",29,29,29,29,49,"F"
"Y","중구",29,2023-05-06 18:00:00,18,2023-05-06,"토요일","weak",29,29,29,29,44,"F"
"Y","중구",30,2023-05-06 19:00:00,19,2023-05-06,"토요일","weak",36,36,36,36,47,"F"
"Y","중구",24,2023-05-06 20:00:00,20,2023-05-06,"토요일","no",28,28,28,28,44,"F"
"Y","중구",30,2023-05-06 21:00:00,21,2023-05-06,"토요일","no",24,24,24,24,34,"F"
"Y","중구",21,2023-05-06 22:00:00,22,2023-05-06,"토요일","no",23,23,23,23,31,"F"
"Y","중구",12,2023-05-06 23:00:00,23,2023-05-06,"토요일","no",14,14,14,14,18,"F"
"Y","중구",8,2023-05-07 09:00:00,9,2023-05-07,"일요일","no",6,1,1,1,7,"F"
"Y","중구",10,2023-05-07 10:00:00,10,2023-05-07,"일요일","no",9,8,8,8,11,"F"
"Y","중구",22,2023-05-07 11:00:00,11,2023-05-07,"일요일","no",19,24,24,24,27,"F"
"Y","중구",30,2023-05-07 12:00:00,12,2023-05-07,"일요일","weak",20,21,21,21,39,"F"
"Y","중구",27,2023-05-07 13:00:00,13,2023-05-07,"일요일","weak",16,16,16,16,27,"F"
"Y","중구",23,2023-05-07 14:00:00,14,2023-05-07,"일요일","weak",13,13,13,13,15,"F"
"Y","중구",19,2023-05-07 15:00:00,15,2023-05-07,"일요일","weak",12,12,12,12,19,"F"
"Y","중구",21,2023-05-07 16:00:00,16,2023-05-07,"일요일","weak",16,18,18,18,24,"F"
"Y","중구",27,2023-05-07 17:00:00,17,2023-05-07,"일요일","weak",19,27,27,27,29,"F"
"Y","중구",30,2023-05-07 18:00:00,18,2023-05-07,"일요일","no",24,27,27,27,37,"F"
"Y","중구",33,2023-05-07 19:00:00,19,2023-05-07,"일요일","no",19,28,28,28,21,"F"
"Y","중구",18,2023-05-07 20:00:00,20,2023-05-07,"일요일","no",17,25,25,25,21,"F"
"Y","중구",19,2023-05-07 21:00:00,21,2023-05-07,"일요일","no",11,16,16,16,13,"F"
"Y","중구",17,2023-05-07 22:00:00,22,2023-05-07,"일요일","no",5,8,8,8,9,"F"
"Y","중구",10,2023-05-07 23:00:00,23,2023-05-07,"일요일","no",5,7,7,7,7,"F"
"N","중구",3,2023-05-08 09:00:00,9,2023-05-08,"월요일","no",7,2,1,4,7,"A"
"N","중구",9,2023-05-08 10:00:00,10,2023-05-08,"월요일","no",14,12,7,3,19,"A"
"N","중구",26,2023-05-08 11:00:00,11,2023-05-08,"월요일","no",26,26,14,15,36,"A"
"N","중구",33,2023-05-08 12:00:00,12,2023-05-08,"월요일","no",34,25,21,14,45,"A"
"N","중구",21,2023-05-08 13:00:00,13,2023-05-08,"월요일","no",25,16,19,13,32,"A"
"N","중구",17,2023-05-08 14:00:00,14,2023-05-08,"월요일","no",23,11,5,8,27,"A"
"N","중구",11,2023-05-08 15:00:00,15,2023-05-08,"월요일","no",12,13,6,6,14,"A"
"N","중구",14,2023-05-08 16:00:00,16,2023-05-08,"월요일","no",15,9,8,10,16,"A"
"N","중구",31,2023-05-08 17:00:00,17,2023-05-08,"월요일","no",32,21,18,15,46,"A"
"N","중구",40,2023-05-08 18:00:00,18,2023-05-08,"월요일","no",34,33,22,21,47,"A"
"N","중구",36,2023-05-08 19:00:00,19,2023-05-08,"월요일","no",30,19,24,21,40,"A"
"N","중구",26,2023-05-08 20:00:00,20,2023-05-08,"월요일","no",22,20,17,13,24,"A"
"N","중구",15,2023-05-08 21:00:00,21,2023-05-08,"월요일","no",16,18,17,11,21,"A"
"N","중구",15,2023-05-08 22:00:00,22,2023-05-08,"월요일","no",8,10,8,10,11,"A"
"N","중구",7,2023-05-08 23:00:00,23,2023-05-08,"월요일","no",6,3,7,3,8,"A"
"N","중구",4,2023-05-09 09:00:00,9,2023-05-09,"화요일","no",4,2,2,3,4,"A"
"N","중구",7,2023-05-09 10:00:00,10,2023-05-09,"화요일","no",8,2,7,3,10,"A"
"N","중구",36,2023-05-09 11:00:00,11,2023-05-09,"화요일","no",22,16,19,15,35,"A"
"N","중구",24,2023-05-09 12:00:00,12,2023-05-09,"화요일","no",25,17,16,17,33,"A"
"N","중구",16,2023-05-09 13:00:00,13,2023-05-09,"화요일","no",13,12,10,7,16,"A"
"N","중구",11,2023-05-09 14:00:00,14,2023-05-09,"화요일","no",17,9,6,5,22,"A"
"N","중구",12,2023-05-09 15:00:00,15,2023-05-09,"화요일","no",12,6,6,9,18,"A"
"N","중구",24,2023-05-09 16:00:00,16,2023-05-09,"화요일","no",10,8,8,9,12,"A"
"N","중구",33,2023-05-09 17:00:00,17,2023-05-09,"화요일","no",16,17,21,14,19,"A"
"N","중구",42,2023-05-09 18:00:00,18,2023-05-09,"화요일","no",35,30,23,23,61,"A"
"N","중구",36,2023-05-09 19:00:00,19,2023-05-09,"화요일","no",35,19,24,21,43,"A"
"N","중구",25,2023-05-09 20:00:00,20,2023-05-09,"화요일","no",17,19,14,7,20,"A"
"N","중구",16,2023-05-09 21:00:00,21,2023-05-09,"화요일","no",16,9,8,9,23,"A"
"N","중구",20,2023-05-09 22:00:00,22,2023-05-09,"화요일","no",15,7,9,6,16,"A"
"N","중구",11,2023-05-09 23:00:00,23,2023-05-09,"화요일","no",10,5,4,4,11,"A"
"N","중구",2,2023-05-10 09:00:00,9,2023-05-10,"수요일","no",6,6,2,5,7,"A"
"N","중구",11,2023-05-10 10:00:00,10,2023-05-10,"수요일","no",13,8,12,6,16,"A"
"N","중구",38,2023-05-10 11:00:00,11,2023-05-10,"수요일","no",32,24,22,22,56,"A"
"N","중구",28,2023-05-10 12:00:00,12,2023-05-10,"수요일","no",28,19,17,15,39,"A"
"N","중구",13,2023-05-10 13:00:00,13,2023-05-10,"수요일","no",17,15,14,14,24,"A"
"N","중구",14,2023-05-10 14:00:00,14,2023-05-10,"수요일","no",12,10,8,8,17,"A"
"N","중구",9,2023-05-10 15:00:00,15,2023-05-10,"수요일","no",13,10,11,8,15,"A"
"N","중구",14,2023-05-10 16:00:00,16,2023-05-10,"수요일","no",19,14,10,13,28,"A"
"N","중구",25,2023-05-10 17:00:00,17,2023-05-10,"수요일","no",29,23,12,19,40,"A"
"N","중구",33,2023-05-10 18:00:00,18,2023-05-10,"수요일","no",43,33,33,20,66,"A"
"N","중구",33,2023-05-10 19:00:00,19,2023-05-10,"수요일","no",30,23,30,18,42,"A"
"N","중구",28,2023-05-10 20:00:00,20,2023-05-10,"수요일","no",35,16,21,16,50,"A"
"N","중구",22,2023-05-10 21:00:00,21,2023-05-10,"수요일","no",23,19,12,13,26,"A"
"N","중구",12,2023-05-10 22:00:00,22,2023-05-10,"수요일","no",18,12,8,7,24,"A"
"N","중구",7,2023-05-10 23:00:00,23,2023-05-10,"수요일","no",10,7,8,8,11,"A"
"N","중구",5,2023-05-11 09:00:00,9,2023-05-11,"목요일","no",6,3,3,3,7,"A"
"N","중구",12,2023-05-11 10:00:00,10,2023-05-11,"목요일","no",13,7,4,4,18,"A"
"N","중구",33,2023-05-11 11:00:00,11,2023-05-11,"목요일","no",33,22,20,17,53,"A"
"N","중구",21,2023-05-11 12:00:00,12,2023-05-11,"목요일","no",38,29,25,12,59,"A"
"N","중구",24,2023-05-11 13:00:00,13,2023-05-11,"목요일","no",27,16,20,10,36,"A"
"N","중구",20,2023-05-11 14:00:00,14,2023-05-11,"목요일","no",14,17,11,8,21,"A"
"N","중구",15,2023-05-11 15:00:00,15,2023-05-11,"목요일","no",11,14,11,13,15,"A"
"N","중구",16,2023-05-11 16:00:00,16,2023-05-11,"목요일","no",19,19,11,8,26,"A"
"N","중구",32,2023-05-11 17:00:00,17,2023-05-11,"목요일","no",23,18,14,12,41,"A"
"N","중구",39,2023-05-11 18:00:00,18,2023-05-11,"목요일","no",44,31,31,23,80,"A"
"N","중구",36,2023-05-11 19:00:00,19,2023-05-11,"목요일","no",41,22,22,23,60,"A"
"N","중구",36,2023-05-11 20:00:00,20,2023-05-11,"목요일","no",35,24,23,14,42,"A"
"N","중구",21,2023-05-11 21:00:00,21,2023-05-11,"목요일","no",26,19,15,7,39,"A"
"N","중구",14,2023-05-11 22:00:00,22,2023-05-11,"목요일","no",19,12,6,11,28,"A"
"N","중구",5,2023-05-11 23:00:00,23,2023-05-11,"목요일","no",15,6,5,6,24,"A"
"N","중구",3,2023-05-12 09:00:00,9,2023-05-12,"금요일","no",3,3,2,3,3,"A"
"N","중구",16,2023-05-12 10:00:00,10,2023-05-12,"금요일","no",7,4,7,5,8,"A"
"N","중구",30,2023-05-12 11:00:00,11,2023-05-12,"금요일","no",31,31,20,21,44,"A"
"N","중구",29,2023-05-12 12:00:00,12,2023-05-12,"금요일","no",21,15,20,11,27,"A"
"N","중구",23,2023-05-12 13:00:00,13,2023-05-12,"금요일","no",12,14,12,11,26,"A"
"N","중구",18,2023-05-12 14:00:00,14,2023-05-12,"금요일","no",16,14,11,9,19,"A"
"N","중구",13,2023-05-12 15:00:00,15,2023-05-12,"금요일","no",18,17,11,9,20,"A"
"N","중구",20,2023-05-12 16:00:00,16,2023-05-12,"금요일","no",14,14,10,10,15,"A"
"N","중구",30,2023-05-12 17:00:00,17,2023-05-12,"금요일","no",29,24,17,15,43,"A"
"N","중구",36,2023-05-12 18:00:00,18,2023-05-12,"금요일","no",41,35,32,24,63,"A"
"N","중구",33,2023-05-12 19:00:00,19,2023-05-12,"금요일","no",26,25,20,28,65,"A"
"N","중구",32,2023-05-12 20:00:00,20,2023-05-12,"금요일","no",33,25,19,22,45,"A"
"N","중구",23,2023-05-12 21:00:00,21,2023-05-12,"금요일","no",26,20,16,15,36,"A"
"N","중구",17,2023-05-12 22:00:00,22,2023-05-12,"금요일","no",19,14,12,18,25,"A"
"N","중구",14,2023-05-12 23:00:00,23,2023-05-12,"금요일","no",11,7,11,7,15,"A"
"Y","중구",5,2023-05-13 09:00:00,9,2023-05-13,"토요일","no",8,3,4,4,9,"E"
"Y","중구",14,2023-05-13 10:00:00,10,2023-05-13,"토요일","no",11,15,11,10,15,"E"
"Y","중구",36,2023-05-13 11:00:00,11,2023-05-13,"토요일","no",20,22,22,19,33,"E"
"Y","중구",26,2023-05-13 12:00:00,12,2023-05-13,"토요일","no",35,29,28,18,53,"E"
"Y","중구",22,2023-05-13 13:00:00,13,2023-05-13,"토요일","no",25,29,23,22,31,"E"
"Y","중구",22,2023-05-13 14:00:00,14,2023-05-13,"토요일","no",18,17,9,23,24,"E"
"Y","중구",19,2023-05-13 15:00:00,15,2023-05-13,"토요일","no",15,15,16,19,19,"E"
"Y","중구",25,2023-05-13 16:00:00,16,2023-05-13,"토요일","no",17,16,11,15,23,"E"
"Y","중구",33,2023-05-13 17:00:00,17,2023-05-13,"토요일","no",25,28,18,19,36,"E"
"Y","중구",34,2023-05-13 18:00:00,18,2023-05-13,"토요일","no",25,29,41,21,36,"E"
"Y","중구",36,2023-05-13 19:00:00,19,2023-05-13,"토요일","no",27,30,26,27,39,"E"
"Y","중구",32,2023-05-13 20:00:00,20,2023-05-13,"토요일","no",23,14,20,18,30,"E"
"Y","중구",20,2023-05-13 21:00:00,21,2023-05-13,"토요일","no",14,16,14,24,17,"E"
"Y","중구",15,2023-05-13 22:00:00,22,2023-05-13,"토요일","no",13,13,10,11,30,"E"
"Y","중구",12,2023-05-13 23:00:00,23,2023-05-13,"토요일","no",8,11,5,9,11,"E"
"Y","중구",8,2023-05-14 09:00:00,9,2023-05-14,"일요일","no",4,5,2,4,5,"E"
"Y","중구",16,2023-05-14 10:00:00,10,2023-05-14,"일요일","no",15,7.5,11,10,18,"E"
"Y","중구",29,2023-05-14 11:00:00,11,2023-05-14,"일요일","no",29,28,17,17,38,"E"
"Y","중구",32,2023-05-14 12:00:00,12,2023-05-14,"일요일","no",26,30,30,31,39,"E"
"Y","중구",22,2023-05-14 13:00:00,13,2023-05-14,"일요일","no",30,23,24,24,38,"E"
"Y","중구",20,2023-05-14 14:00:00,14,2023-05-14,"일요일","no",14.5,24,12,12,39,"E"
"Y","중구",15,2023-05-14 15:00:00,15,2023-05-14,"일요일","no",17,16,15,12,23,"E"
"Y","중구",21,2023-05-14 16:00:00,16,2023-05-14,"일요일","no",16.5,18,12,12,37,"E"
"Y","중구",35,2023-05-14 17:00:00,17,2023-05-14,"일요일","no",32,27,21,25,44,"E"
"Y","중구",43,2023-05-14 18:00:00,18,2023-05-14,"일요일","no",27.5,33,35,27,60,"E"
"Y","중구",31,2023-05-14 19:00:00,19,2023-05-14,"일요일","no",25.5,34,23,22,70,"E"
"Y","중구",30,2023-05-14 20:00:00,20,2023-05-14,"일요일","no",35,18,26,25,50,"E"
"Y","중구",20,2023-05-14 21:00:00,21,2023-05-14,"일요일","no",20,15,15,13,26,"E"
"Y","중구",14,2023-05-14 22:00:00,22,2023-05-14,"일요일","no",10,9,6,8,12,"E"
"Y","중구",7,2023-05-14 23:00:00,23,2023-05-14,"일요일","no",8,5,4,4,11,"E"
"N","중구",4,2023-05-15 09:00:00,9,2023-05-15,"월요일","no",3,7,2,1,3,"A"
"N","중구",12,2023-05-15 10:00:00,10,2023-05-15,"월요일","no",9,14,12,7,10,"A"
"N","중구",18,2023-05-15 11:00:00,11,2023-05-15,"월요일","no",26,26,26,14,37,"A"
"N","중구",30,2023-05-15 12:00:00,12,2023-05-15,"월요일","no",33,34,25,21,55,"A"
"N","중구",21,2023-05-15 13:00:00,13,2023-05-15,"월요일","no",21,25,16,19,30,"A"
"N","중구",18,2023-05-15 14:00:00,14,2023-05-15,"월요일","no",17,23,11,5,25,"A"
"N","중구",13,2023-05-15 15:00:00,15,2023-05-15,"월요일","no",11,12,13,6,13,"A"
"N","중구",17,2023-05-15 16:00:00,16,2023-05-15,"월요일","no",14,15,9,8,19,"A"
"N","중구",27,2023-05-15 17:00:00,17,2023-05-15,"월요일","no",31,32,21,18,43,"A"
"N","중구",39,2023-05-15 18:00:00,18,2023-05-15,"월요일","no",40,34,33,22,61,"A"
"N","중구",31,2023-05-15 19:00:00,19,2023-05-15,"월요일","no",36,30,19,24,55,"A"
"N","중구",25,2023-05-15 20:00:00,20,2023-05-15,"월요일","no",26,22,20,17,31,"A"
"N","중구",14,2023-05-15 21:00:00,21,2023-05-15,"월요일","no",15,16,18,17,23,"A"
"N","중구",13,2023-05-15 22:00:00,22,2023-05-15,"월요일","no",15,8,10,8,22,"A"
"N","중구",6,2023-05-15 23:00:00,23,2023-05-15,"월요일","no",7,6,3,7,9,"A"
"N","중구",4,2023-05-16 09:00:00,9,2023-05-16,"화요일","no",4,4,2,2,4,"A"
"N","중구",13,2023-05-16 10:00:00,10,2023-05-16,"화요일","no",7,8,2,7,9,"A"
"N","중구",34,2023-05-16 11:00:00,11,2023-05-16,"화요일","no",36,22,16,19,50,"A"
"N","중구",19,2023-05-16 12:00:00,12,2023-05-16,"화요일","no",24,25,17,16,33,"A"
"N","중구",16,2023-05-16 13:00:00,13,2023-05-16,"화요일","no",16,13,12,10,21,"A"
"N","중구",12,2023-05-16 14:00:00,14,2023-05-16,"화요일","no",11,17,9,6,12,"A"
"N","중구",5,2023-05-16 15:00:00,15,2023-05-16,"화요일","no",12,12,6,6,14,"A"
"N","중구",18,2023-05-16 16:00:00,16,2023-05-16,"화요일","no",24,10,8,8,35,"A"
"N","중구",31,2023-05-16 17:00:00,17,2023-05-16,"화요일","no",33,16,17,21,48,"A"
"N","중구",34,2023-05-16 18:00:00,18,2023-05-16,"화요일","no",42,35,30,23,59,"A"
"N","중구",35,2023-05-16 19:00:00,19,2023-05-16,"화요일","no",36,35,19,24,47,"A"
"N","중구",28,2023-05-16 20:00:00,20,2023-05-16,"화요일","no",25,17,19,14,36,"A"
"N","중구",17,2023-05-16 21:00:00,21,2023-05-16,"화요일","no",16,16,9,8,20,"A"
"N","중구",11,2023-05-16 22:00:00,22,2023-05-16,"화요일","no",20,15,7,9,29,"A"
"N","중구",6,2023-05-16 23:00:00,23,2023-05-16,"화요일","no",11,10,5,4,17,"A"
"N","중구",6,2023-05-17 09:00:00,9,2023-05-17,"수요일","no",2,6,6,2,2,"A"
"N","중구",10,2023-05-17 10:00:00,10,2023-05-17,"수요일","no",11,13,8,12,13,"A"
"N","중구",32,2023-05-17 11:00:00,11,2023-05-17,"수요일","no",38,32,24,22,62,"A"
"N","중구",27,2023-05-17 12:00:00,12,2023-05-17,"수요일","no",28,28,19,17,36,"A"
"N","중구",24,2023-05-17 13:00:00,13,2023-05-17,"수요일","no",13,17,15,14,15,"A"
"N","중구",12,2023-05-17 14:00:00,14,2023-05-17,"수요일","no",14,12,10,8,23,"A"
"N","중구",12,2023-05-17 15:00:00,15,2023-05-17,"수요일","no",9,13,10,11,11,"A"
"N","중구",13,2023-05-17 16:00:00,16,2023-05-17,"수요일","no",14,19,14,10,23,"A"
"N","중구",26,2023-05-17 17:00:00,17,2023-05-17,"수요일","no",25,29,23,12,37,"A"
"N","중구",49,2023-05-17 18:00:00,18,2023-05-17,"수요일","no",33,43,33,33,50,"A"
"N","중구",42,2023-05-17 19:00:00,19,2023-05-17,"수요일","no",33,30,23,30,51,"A"
"N","중구",26,2023-05-17 20:00:00,20,2023-05-17,"수요일","no",28,35,16,21,42,"A"
"N","중구",13,2023-05-17 21:00:00,21,2023-05-17,"수요일","no",22,23,19,12,30,"A"
"N","중구",11,2023-05-17 22:00:00,22,2023-05-17,"수요일","no",12,18,12,8,15,"A"
"N","중구",7,2023-05-17 23:00:00,23,2023-05-17,"수요일","no",7,10,7,8,10,"A"
"N","중구",5,2023-05-18 09:00:00,9,2023-05-18,"목요일","weak",1,1,1,1,1,"B"
"N","중구",8,2023-05-18 10:00:00,10,2023-05-18,"목요일","weak",3,4,4,4,4,"B"
"N","중구",31,2023-05-18 11:00:00,11,2023-05-18,"목요일","weak",18,21,21,21,28,"B"
"N","중구",29,2023-05-18 12:00:00,12,2023-05-18,"목요일","weak",21,17,17,17,26,"B"
"N","중구",16,2023-05-18 13:00:00,13,2023-05-18,"목요일","weak",10,15,15,15,18,"B"
"N","중구",16,2023-05-18 14:00:00,14,2023-05-18,"목요일","weak",9,12,12,12,11,"B"
"N","중구",12,2023-05-18 15:00:00,15,2023-05-18,"목요일","no",5,9,9,9,7,"B"
