"not_rain_all_predict","test_data_all_not.reg_date","test_data_all_not.hour_reg","test_data_all_not.pick_rgn2_nm"
287.728381766641,2023-05-06,"13","노원구"
149.573012580305,2023-05-06,"13","도봉구"
264.875074656876,2023-05-06,"13","동대문구"
286.624039721129,2023-05-06,"13","동작구"
426.804065590847,2023-05-06,"13","마포구"
233.758362270303,2023-05-06,"13","서대문구"
344.348232244717,2023-05-06,"13","서초구"
245.706784460973,2023-05-06,"13","성동구"
303.468232508929,2023-05-06,"13","성북구"
570.343330517226,2023-05-06,"13","송파구"
282.814926214811,2023-05-06,"13","양천구"
393.455240393895,2023-05-06,"13","영등포구"
204.947855892441,2023-05-06,"13","용산구"
239.334801354307,2023-05-06,"13","은평구"
136.701119352264,2023-05-06,"13","종로구"
135.700938695836,2023-05-06,"13","중구"
192.469063893068,2023-05-06,"13","중랑구"
193.729912652084,2023-05-06,"14","강동구"
161.057003940679,2023-05-06,"14","강북구"
316.679124673757,2023-05-06,"14","강서구"
450.784010150748,2023-05-06,"14","관악구"
218.949948807826,2023-05-06,"14","광진구"
191.334563365943,2023-05-06,"14","구로구"
147.631992324125,2023-05-06,"14","금천구"
233.783529098182,2023-05-06,"14","노원구"
115.891951143879,2023-05-06,"14","도봉구"
214.506300955411,2023-05-06,"14","동대문구"
222.140274051482,2023-05-06,"14","동작구"
345.673125953055,2023-05-06,"14","마포구"
202.918584744458,2023-05-06,"14","서대문구"
247.539811109788,2023-05-06,"14","서초구"
205.929881130077,2023-05-06,"14","성동구"
246.293726779657,2023-05-06,"14","성북구"
431.640183623086,2023-05-06,"14","송파구"
223.058170555603,2023-05-06,"14","양천구"
318.817551591808,2023-05-06,"14","영등포구"
164.015217229703,2023-05-06,"14","용산구"
194.428970654764,2023-05-06,"14","은평구"
110.340939160226,2023-05-06,"14","종로구"
106.899215389108,2023-05-06,"14","중구"
154.587141602943,2023-05-06,"14","중랑구"
171.218940000582,2023-05-06,"15","강동구"
145.008369185759,2023-05-06,"15","강북구"
263.852871878198,2023-05-06,"15","강서구"
